Date,priceUSD,size,sentbyaddress,transactions,mining_profitability,sentinusd,transactionfees,median_transaction_fee,confirmationtime,marketcap,transactionvalue,mediantransactionvalue,tweets,google_trends,fee_to_reward,activeaddresses,top100cap
2018/08/06,7006.0,821792.0,319567,218476,0.27,4243072273.0,0.569,0.105,10.992,120366023886,40339.0,356.118,35064,39.933,1.073,517813,19.038
2018/08/07,7000.0,819190.0,336628,232894,0.327,4608404887.0,0.559,0.0958,9.536,120264919834,34157.0,385.798,34996,41.108,0.977,589346,19.035
2018/08/08,6454.0,640815.0,347122,235154,0.276,5184590843.0,0.569,0.0986,9.172,110893346398,36382.0,415.181,36169,49.329,1.047,532064,19.073
2018/08/09,6398.0,647423.0,325293,222177,0.265,4686758288.0,0.598,0.143,9.664,109956037721,32143.0,358.502,34503,42.869,1.103,519217,19.06
2018/08/10,6414.0,644585.0,388720,225972,0.298,4382510825.0,0.579,0.1,8.182,110312248656,27580.0,373.752,34108,41.243,0.92,559603,19.048
2018/08/11,6195.0,496684.0,308359,192268,0.238,3145684873.0,0.496,0.0695,8.471,106574678806,25729.0,366.976,29578,41.795,0.72,449075,19.047
2018/08/12,6316.0,474588.0,274605,164889,0.237,2328392400.0,0.489,0.0556,9.29,108663543579,23148.0,286.703,28188,35.721,0.656,399762,19.051
2018/08/13,6356.0,735630.0,353670,222079,0.259,4350515778.0,0.57,0.101,9.6,109358372135,26298.0,354.354,31628,41.572,1.052,490801,19.055
2018/08/14,6064.0,803219.0,400997,247486,0.227,5163907430.0,0.648,0.139,10.588,104342990942,28656.0,402.309,36996,51.148,1.533,535762,19.098
2018/08/15,6377.0,616456.0,399044,245905,0.271,4769880730.0,0.575,0.114,8.944,109748066726,27275.0,344.897,35084,45.786,1.09,475594,18.999
2018/08/16,6351.0,598934.0,375807,232177,0.253,3953452835.0,0.658,0.14,9.114,109319726967,24872.0,331.915,33037,39.795,1.204,547322,19.173
2018/08/17,6474.0,648174.0,398786,233642,0.254,3926062184.0,0.69,0.111,9.474,111445580571,23829.0,344.056,32168,37.996,1.294,584759,19.18
2018/08/18,6459.0,467559.0,311152,190775,0.256,2455035060.0,0.557,0.0884,9.0,111199079070,22510.0,289.779,27953,33.703,0.817,459134,19.186
2018/08/19,6412.0,485097.0,289665,167255,0.24,2028143680.0,0.653,0.058,9.931,110398175947,22894.0,255.769,26854,32.422,0.932,408184,19.179
2018/08/20,6462.0,628286.0,360700,214833,0.265,3553963910.0,0.874,0.167,9.6,111264477270,25803.0,306.794,33467,36.218,1.528,524775,19.178
2018/08/21,6411.0,599173.0,350373,217629,0.249,4382094731.0,0.729,0.174,9.73,110405787753,30625.0,325.142,33425,38.558,1.321,534176,19.212
2018/08/22,6592.0,596120.0,384466,230173,0.275,4350353306.0,0.695,0.151,9.0,113527137994,25898.0,326.252,32026,41.642,1.2,574028,19.197
2018/08/23,6445.0,582677.0,348837,217203,0.246,3647229056.0,0.573,0.127,9.664,111009420240,25945.0,299.657,33815,37.994,1.027,501871,19.182
2018/08/24,6566.0,630163.0,377112,219702,0.258,3661739614.0,0.572,0.112,9.863,113109897066,22598.0,314.085,29804,35.676,1.039,577153,19.199
2018/08/25,6731.0,596237.0,329328,196285,0.236,3109357501.0,0.722,0.0761,10.667,115973070814,22581.0,281.916,26122,32.792,1.234,478783,19.183
2018/08/26,6691.0,450922.0,289665,172574,0.277,2380025188.0,1.078,0.0598,8.324,115294851411,19904.0,243.615,23840,31.187,1.271,430511,19.181
2018/08/27,6733.0,564830.0,364359,223471,0.274,4388693807.0,0.984,0.0694,7.784,116028795884,29289.0,316.54,28754,35.457,1.394,595664,19.212
2018/08/28,6997.0,706795.0,386349,237886,0.241,4826709003.0,1.33,0.21,9.412,120596911452,55772.0,363.979,33359,43.048,2.311,597839,19.334
2018/08/29,7067.0,714998.0,399720,237369,0.255,4602610700.0,0.704,0.168,10.36,121813526199,26783.0,322.116,31756,38.632,1.344,588294,19.323
2018/08/30,6947.0,630848.0,367183,231237,0.265,4226549857.0,0.724,0.178,9.351,119764033259,25618.0,356.407,31447,38.651,1.237,540618,19.346
2018/08/31,6994.0,633720.0,400302,236921,0.282,9282745598.0,0.746,0.202,9.29,120587521866,45515.0,327.475,32099,35.289,1.288,589527,19.363
2018/09/01,7114.0,609255.0,345422,213180,0.257,4362467708.0,0.641,0.146,9.536,122656017234,29365.0,295.232,30166,33.14,1.008,513465,19.375
2018/09/02,7249.0,512143.0,300138,187001,0.264,4303670006.0,0.632,0.129,10.0,125007930932,32014.0,289.786,29111,35.01,0.898,442960,19.407
2018/09/03,7269.0,667476.0,353799,222753,0.271,5029033908.0,0.65,0.115,10.0,125370588612,30115.0,347.18,34835,35.974,1.095,525670,19.442
2018/09/04,7332.0,751912.0,368218,232139,0.26,5011905906.0,0.761,0.197,11.429,126463423452,29540.0,365.882,35005,39.466,1.508,552331,19.469
2018/09/05,7145.0,758494.0,391342,246345,0.286,5224405665.0,0.923,0.304,10.909,123254581066,27885.0,400.088,35456,46.964,1.893,540142,19.515
2018/09/06,6442.0,695575.0,397271,252111,0.247,5519704940.0,0.8,0.273,9.6,111140819723,32481.0,409.83,37078,52.197,1.642,585513,19.547
2018/09/07,6463.0,702828.0,407249,230638,0.241,4244331853.0,0.782,0.242,9.474,111512372965,30382.0,322.874,33033,41.414,1.449,617704,19.546
2018/09/08,6380.0,554456.0,329828,204278,0.227,3023691149.0,0.588,0.177,9.6,110095181867,22394.0,262.017,28446,34.182,0.994,489875,19.552
2018/09/09,6308.0,489016.0,304565,188749,0.245,2733450432.0,0.614,0.172,8.834,108848608488,23995.0,264.18,30519,34.613,0.894,446194,19.463
2018/09/10,6307.0,711622.0,355359,222731,0.201,3724300699.0,0.568,0.118,10.667,108854770814,24538.0,330.742,33868,37.592,1.175,535579,19.428
2018/09/11,6312.0,758094.0,371939,237430,0.224,4043060845.0,0.619,0.144,10.213,108953509827,24477.0,331.779,32809,37.589,1.304,549992,19.362
2018/09/12,6287.0,553112.0,364603,233107,0.258,3858804832.0,0.645,0.171,8.571,108532378216,23584.0,317.817,29716,41.156,1.127,534811,19.349
2018/09/13,6450.0,642557.0,368700,234061,0.221,4945028263.0,0.559,0.121,9.73,111359630690,30840.0,334.047,32269,39.605,1.086,541694,19.3
2018/09/14,6507.0,772376.0,369629,223118,0.222,3739803169.0,0.619,0.144,10.909,112347835212,22125.0,325.257,31041,36.991,1.27,527742,19.303
2018/09/15,6523.0,605508.0,334501,210931,0.245,2828215398.0,0.486,0.122,10.286,112646862462,22241.0,248.545,27319,31.338,0.89,502091,19.311
2018/09/16,6491.0,491915.0,288325,179344,0.228,2602477082.0,0.473,0.0943,10.36,112099541106,24868.0,242.653,26995,30.005,0.747,419923,19.31
2018/09/17,6408.0,703111.0,372434,240017,0.235,3790858224.0,0.466,0.0782,10.667,110681211912,28786.0,299.018,31037,34.095,1.025,560269,19.315
2018/09/18,6307.0,695562.0,374845,244117,0.221,3783832358.0,0.491,0.105,10.141,108947731040,26529.0,300.528,30885,33.62,1.06,568820,19.305
2018/09/19,6352.0,617348.0,377146,250881,0.239,3822272867.0,0.433,0.0762,9.231,109723515400,23664.0,249.688,31000,34.437,0.87,540959,19.284
2018/09/20,6423.0,623055.0,395059,253520,0.231,4057460244.0,0.463,0.0871,9.351,110962757749,22975.0,288.913,32268,33.873,0.94,542894,19.29
2018/09/21,6667.0,772889.0,446512,272907,0.243,5382758385.0,0.626,0.131,10.0,115192042307,28878.0,318.955,34302,38.099,1.404,620832,19.303
2018/09/22,6714.0,558180.0,357775,225382,0.235,3168708673.0,0.556,0.0921,9.29,116014491398,22258.0,235.481,27695,32.948,0.954,505853,19.328
2018/09/23,6712.0,501512.0,314240,200169,0.238,2341712689.0,0.485,0.0753,9.6,116002171765,17594.0,222.281,29057,30.373,0.767,454807,19.323
2018/09/24,6645.0,614946.0,366739,237522,0.228,3092765887.0,0.434,0.067,9.73,114858274474,22006.0,259.483,32186,32.824,0.832,543361,19.33
2018/09/25,6424.0,582886.0,385340,251944,0.239,4246223360.0,0.518,0.106,8.521,111043237481,34793.0,260.451,33771,34.066,0.953,574804,19.301
2018/09/26,6470.0,680780.0,374935,243788,0.203,3867366259.0,0.534,0.131,10.36,111848909317,28347.0,278.496,32810,33.766,1.146,541812,19.311
2018/09/27,6528.0,663091.0,381688,248543,0.244,4057583228.0,0.621,0.199,10.07,112867119320,23772.0,297.38,31898,33.155,1.307,547299,19.31
2018/09/28,6683.0,649784.0,410622,254085,0.24,4876768978.0,0.761,0.268,9.351,115567264464,28314.0,305.777,29550,32.706,1.481,608318,19.292
2018/09/29,6568.0,532140.0,341246,218187,0.23,3073503015.0,0.575,0.131,9.474,113581145865,22630.0,238.248,28728,27.661,0.996,498963,19.288
2018/09/30,6610.0,484096.0,320355,208047,0.246,2884540656.0,0.49,0.0981,8.834,114323762441,20309.0,245.621,27646,27.573,0.752,474779,19.285
2018/10/01,6610.0,632120.0,376533,242662,0.23,3888507288.0,0.594,0.134,9.114,114341494100,22381.0,318.05,31878,29.85,1.094,603755,19.261
2018/10/02,6579.0,786916.0,378327,244635,0.215,4389199465.0,0.692,0.236,10.511,113814885667,33654.0,323.55,31648,30.597,1.481,573816,19.251
2018/10/03,6484.0,639640.0,375458,242158,0.23,3770493116.0,0.572,0.208,9.931,112185476044,21136.0,278.315,31711,30.301,1.166,586061,19.217
2018/10/04,6583.0,608590.0,387022,243007,0.243,3916300499.0,0.507,0.138,9.6,113901983581,22811.0,267.478,34224,30.975,0.989,557823,19.197
2018/10/05,6584.0,712057.0,410781,244589,0.206,3531169878.0,0.574,0.208,11.077,113938071333,19856.0,329.055,34221,29.469,1.297,562895,19.187
2018/10/06,6598.0,694225.0,350165,214718,0.223,2753321796.0,0.54,0.183,11.52,114189323447,18838.0,235.008,29246,26.358,1.113,515060,19.192
2018/10/07,6580.0,584277.0,352359,219589,0.219,2216429734.0,0.392,0.111,10.141,113887360237,14948.0,109.139,28503,24.496,0.731,525854,19.176
2018/10/08,6630.0,728521.0,371263,247906,0.232,3493169494.0,0.449,0.129,10.667,114769407887,22151.0,289.145,37692,30.053,0.986,561435,19.181
2018/10/09,6639.0,744981.0,359464,235732,0.234,3565193655.0,0.469,0.138,11.077,114928732180,21082.0,297.38,35538,30.635,1.016,554591,19.175
2018/10/10,6581.0,696348.0,379195,244801,0.223,4651122825.0,0.42,0.115,10.0,113932990812,27939.0,281.876,33842,31.568,0.862,556835,19.196
2018/10/11,6284.0,703928.0,397132,262308,0.227,5039985722.0,0.441,0.096,9.057,108816571811,25379.0,313.624,32278,41.327,0.919,608748,19.183
2018/10/12,6278.0,800491.0,394978,243042,0.191,4462688088.0,0.476,0.123,10.909,108719826369,28846.0,296.103,28937,32.964,1.106,598570,19.121
2018/10/13,6288.0,627872.0,320646,204956,0.216,2717574514.0,0.408,0.0966,10.213,108906578216,20967.0,244.649,27760,28.218,0.749,513512,19.12
2018/10/14,6335.0,707509.0,296683,191145,0.202,2753419212.0,0.412,0.108,12.632,109727459372,21912.0,241.007,28150,27.112,0.864,451714,19.108
2018/10/15,6614.0,725749.0,395341,266783,0.255,6229548294.0,0.573,0.142,8.889,114567885234,31782.0,318.067,35275,37.259,1.128,619424,19.125
2018/10/16,6642.0,793440.0,385557,257832,0.209,4407565478.0,0.498,0.152,10.667,115059045481,21281.0,307.929,35006,31.919,1.132,603605,19.097
2018/10/17,6609.0,808803.0,386912,260224,0.227,4476440059.0,0.479,0.15,10.435,114509420529,22656.0,307.73,33145,30.717,1.082,564479,19.086
2018/10/18,6595.0,755795.0,379011,253312,0.218,4746945877.0,0.47,0.144,10.435,114269157890,25607.0,298.705,30155,30.345,1.037,587516,19.072
2018/10/19,6514.0,775567.0,392887,253684,0.243,4528703033.0,0.453,0.14,10.141,112877039481,24641.0,261.488,28097,30.178,0.986,619914,19.006
2018/10/20,6526.0,668708.0,341471,227678,0.228,3160555583.0,0.411,0.106,10.07,113109956314,19292.0,207.877,23204,25.889,0.796,516162,18.956
2018/10/21,6574.0,654399.0,311580,211367,0.226,2341171454.0,0.388,0.0913,10.435,113954176179,16700.0,203.622,22298,25.65,0.718,480204,18.955
2018/10/22,6537.0,704954.0,379521,255169,0.238,3864226210.0,0.428,0.118,9.29,113315876423,22423.0,275.632,30300,29.475,0.855,566330,18.948
2018/10/23,6511.0,710421.0,374427,253309,0.223,4592611776.0,0.426,0.123,9.351,112879691779,26116.0,280.953,30702,30.084,0.855,606406,18.966
2018/10/24,6530.0,871942.0,371663,253978,0.217,5051029427.0,0.436,0.132,12.743,113222111710,25766.0,272.177,29969,30.29,1.186,545787,18.977
2018/10/25,6502.0,785480.0,371084,254462,0.255,4874241418.0,0.448,0.135,10.511,112742554081,25782.0,259.938,25693,29.818,1.014,585432,18.978
2018/10/26,6493.0,778272.0,390481,252859,0.225,3973633127.0,0.46,0.13,10.07,112595517786,21174.0,288.251,25493,28.265,0.993,595606,18.964
2018/10/27,6491.0,693978.0,337030,233613,0.212,2554463129.0,0.364,0.101,10.588,112581625343,15997.0,224.083,20631,25.793,0.765,487581,18.962
2018/10/28,6483.0,658009.0,319437,219720,0.245,2147555553.0,0.487,0.0924,10.286,112455442321,15410.0,201.967,20711,23.789,0.935,486159,18.96
2018/10/29,6406.0,755671.0,387488,269608,0.22,3831067223.0,0.466,0.14,9.863,111126761641,19204.0,247.568,26541,30.443,1.063,590111,18.931
2018/10/30,6331.0,736163.0,399667,283173,0.243,3602844134.0,0.42,0.143,9.351,109832961515,18978.0,218.964,25290,29.545,0.966,599489,18.941
2018/10/31,6330.0,713981.0,404384,288120,0.226,3698576590.0,0.366,0.108,8.834,109828814106,20435.0,199.716,33944,31.48,0.811,616843,18.868
2018/11/01,6361.0,740358.0,400937,281787,0.205,3712032020.0,0.394,0.103,9.351,110385638413,20882.0,221.837,31618,29.905,0.899,601403,18.863
2018/11/02,6410.0,835021.0,440762,292561,0.226,4292229394.0,0.401,0.128,10.07,111241046314,27737.0,251.076,22288,29.267,1.015,623469,18.827
2018/11/03,6385.0,662372.0,364285,249403,0.239,2285296571.0,0.348,0.0927,8.944,110815679543,15249.0,194.161,18645,25.715,0.671,559675,18.822
2018/11/04,6414.0,783237.0,326880,226124,0.197,2559975428.0,0.364,0.0914,11.707,111333257632,16976.0,199.86,24207,29.6,0.828,536643,18.807
2018/11/05,6451.0,798833.0,421388,296139,0.245,3869825220.0,0.407,0.12,10.0,111982563789,19133.0,252.701,23158,32.025,1.028,611210,18.803
2018/11/06,6454.0,823237.0,409407,285323,0.208,3856340041.0,0.434,0.136,11.25,112056481316,20053.0,282.152,25550,31.446,1.185,561998,18.789
2018/11/07,6547.0,845533.0,408338,293604,0.23,3841470787.0,0.454,0.165,11.077,113680409666,19553.0,272.294,24951,30.675,1.237,611976,18.812
2018/11/08,6503.0,869253.0,389692,277476,0.222,3570110850.0,0.492,0.197,11.901,112926055072,18474.0,255.247,24614,30.057,1.37,612517,18.828
2018/11/09,6429.0,852298.0,419459,283769,0.234,3747451583.0,0.508,0.186,11.339,111650038178,19382.0,254.157,25018,29.728,1.394,624017,18.833
2018/11/10,6424.0,723726.0,350669,252368,0.244,2529817683.0,0.424,0.169,10.992,111574005829,14940.0,205.829,20709,25.063,1.007,513699,18.826
2018/11/11,6411.0,693608.0,327589,246845,0.227,2370538560.0,0.367,0.139,9.863,111364281386,14097.0,179.63,18630,25.533,0.769,523862,18.821
2018/11/12,6426.0,830166.0,395198,299866,0.228,3824592687.0,0.411,0.139,10.286,111627827202,18479.0,211.796,23212,28.993,1.084,591468,18.849
2018/11/13,6405.0,845026.0,382180,279040,0.209,3704003609.0,0.415,0.141,12.0,111278849483,20385.0,259.207,25340,30.021,1.191,564648,18.841
2018/11/14,6158.0,823903.0,405842,292620,0.223,5075023829.0,0.543,0.211,10.667,106985772429,24291.0,307.878,34169,47.768,1.508,561188,18.84
2018/11/15,5605.0,909081.0,406523,291398,0.197,8239114208.0,0.743,0.343,11.339,97395553276,36378.0,285.312,30694,54.469,2.378,621054,18.782
2018/11/16,5612.0,860424.0,410160,282998,0.211,4726070604.0,0.732,0.377,11.429,97518484653,22679.0,263.419,28077,41.489,2.292,624714,18.768
2018/11/17,5571.0,701252.0,334661,262504,0.219,2544477688.0,0.457,0.221,9.931,96822469696,14453.0,179.016,23964,34.289,1.176,510062,18.781
2018/11/18,5633.0,747156.0,302074,239680,0.188,2010910444.0,0.424,0.177,11.707,97915600891,13604.0,155.883,21832,31.487,1.16,455558,18.781
2018/11/19,5285.0,841793.0,366022,267845,0.208,4260052711.0,0.789,0.401,11.429,91876473627,21160.0,266.328,39010,53.775,2.476,563465,18.784
2018/11/20,4632.0,889450.0,426623,288318,0.192,5634345257.0,1.114,0.543,10.909,80519311107,33963.0,427.235,36659,77.947,4.036,653601,18.829
2018/11/21,4528.0,913929.0,366816,254837,0.153,3494899957.0,0.888,0.456,13.714,78726938509,23243.0,283.408,30984,60.39,3.668,545723,18.832
2018/11/22,4541.0,903052.0,354782,265994,0.184,2741834282.0,0.668,0.346,11.803,78959007503,17338.0,183.359,27754,45.202,2.503,595324,18.828
2018/11/23,4325.0,872986.0,366399,275136,0.178,2941467568.0,0.581,0.315,11.52,75205987265,18164.0,161.418,26345,45.856,2.313,560197,18.914
2018/11/24,4310.0,753033.0,315002,249874,0.174,2170437129.0,0.538,0.254,10.07,74946643919,15591.0,129.867,22902,42.349,1.715,494985,18.915
2018/11/25,3850.0,806718.0,313928,239129,0.139,2353257348.0,0.515,0.242,11.339,66962119438,17163.0,170.846,26859,64.303,1.978,468476,18.936
2018/11/26,3933.0,911063.0,357244,256951,0.152,3065105578.0,0.586,0.283,12.973,68402836685,19755.0,243.033,29115,63.738,2.686,525146,18.923
2018/11/27,3776.0,842139.0,352000,268402,0.149,3238020050.0,0.526,0.256,10.992,65676241094,17651.0,175.688,29976,57.323,2.233,551642,18.922
2018/11/28,4118.0,867753.0,353761,254338,0.146,3920978482.0,0.627,0.3,12.203,71633743871,21993.0,254.837,29142,52.904,2.56,515752,18.923
2018/11/29,4271.0,911816.0,356327,246121,0.172,3526799012.0,0.782,0.345,13.714,74307310879,20323.0,280.999,28709,46.745,3.321,521194,18.957
2018/11/30,4129.0,914645.0,361449,250056,0.153,5882707405.0,0.673,0.335,14.257,71851288563,30611.0,269.81,25626,42.937,3.13,494356,18.682
2018/12/01,4140.0,829836.0,326499,241723,0.171,3893609597.0,0.533,0.253,11.613,72040425440,21317.0,151.465,26347,37.667,1.969,520394,18.282
2018/12/02,4192.0,789665.0,286816,222559,0.156,2818360900.0,0.438,0.192,12.632,72950446647,18372.0,127.851,21596,33.301,1.606,414508,18.293
2018/12/03,4004.0,841016.0,335694,240538,0.159,4304241428.0,0.518,0.237,12.632,69689804833,24731.0,241.368,27894,42.75,2.139,498837,17.966
2018/12/04,3981.0,805907.0,389168,270051,0.207,7242095399.0,0.464,0.208,10.435,69284733767,32757.0,220.842,25332,41.989,1.794,579435,17.025
2018/12/05,3900.0,804689.0,347284,256371,0.165,5125489639.0,0.4,0.168,11.077,67884946138,26033.0,194.711,27357,40.599,1.594,533915,16.172
2018/12/06,3756.0,840798.0,380955,279519,0.177,4615050691.0,0.383,0.133,10.667,65378504883,21921.0,216.502,0,44.869,1.66,569550,15.583
2018/12/07,3415.0,913930.0,384328,253776,0.142,3201612493.0,0.42,0.17,12.632,59452333645,19389.0,295.676,28638,57.279,2.143,586746,15.583
2018/12/08,3449.0,746569.0,304682,230977,0.158,1847625468.0,0.295,0.104,11.339,60046342941,13778.0,130.914,22270,42.659,1.23,483081,15.646
2018/12/09,3561.0,745255.0,288600,238441,0.173,1458847243.0,0.251,0.089,11.25,62013587185,11175.0,97.723,23363,38.351,1.042,432326,15.665
2018/12/10,3554.0,850595.0,347389,258229,0.152,2423941357.0,0.316,0.105,11.613,61897821089,14713.0,187.915,22818,42.584,1.461,512175,15.684
2018/12/11,3459.0,816101.0,342857,251362,0.151,2712663342.0,0.321,0.115,11.52,60239816384,16921.0,205.258,22603,40.617,1.471,551065,15.623
2018/12/12,3483.0,854429.0,346319,261303,0.152,2545363042.0,0.298,0.11,12.0,60672194258,14654.0,188.788,21876,38.696,1.469,545888,15.623
2018/12/13,3433.0,814235.0,350275,268291,0.167,2686249255.0,0.283,0.107,10.992,59796861778,14785.0,160.145,21792,40.475,1.332,550244,15.636
2018/12/14,3302.0,786161.0,370201,275655,0.153,2585287672.0,0.301,0.097,9.863,57516311871,13865.0,180.046,24445,43.602,1.357,612878,15.635
2018/12/15,3256.0,711964.0,324051,262730,0.145,1722894207.0,0.228,0.0669,9.664,56726239388,10053.0,99.065,18577,38.208,0.977,534587,15.635
2018/12/16,3298.0,768751.0,291162,226338,0.131,1851351914.0,0.216,0.0708,12.522,57463467350,12318.0,111.883,19526,36.314,1.023,461489,15.635
2018/12/17,3417.0,763719.0,373503,298663,0.186,2770847822.0,0.24,0.0783,9.0,59549671880,13714.0,146.609,24940,44.181,1.038,600338,15.635
2018/12/18,3575.0,823413.0,369457,266117,0.134,3365003558.0,0.357,0.132,11.25,62304534024,18399.0,222.544,25600,43.153,1.635,533486,15.635
2018/12/19,3813.0,828765.0,393812,302243,0.209,4026233204.0,0.415,0.17,9.664,66460465078,19263.0,200.581,26446,47.327,1.738,607392,15.671
2018/12/20,3984.0,858173.0,377916,287138,0.189,3599857751.0,0.383,0.147,10.667,69444172000,18337.0,212.484,24630,48.914,1.612,562160,15.724
2018/12/21,4034.0,806064.0,388449,280448,0.209,3617601458.0,0.445,0.196,10.286,70322544864,18406.0,209.408,22143,43.645,1.739,586561,15.723
2018/12/22,3919.0,619504.0,312429,251041,0.218,1976516987.0,0.293,0.119,8.229,68325378650,12565.0,107.892,17737,36.333,0.852,475062,15.722
2018/12/23,4039.0,590793.0,294048,250563,0.2,1806866947.0,0.249,0.0654,8.182,70421810239,12553.0,84.25,17701,36.116,0.698,456850,15.763
2018/12/24,4175.0,735757.0,328420,272145,0.186,2900022610.0,0.353,0.104,9.474,72807331718,16889.0,154.073,21198,41.168,1.198,523269,15.763
2018/12/25,3829.0,672862.0,278015,264893,0.196,2080596285.0,0.264,0.0694,9.057,66784326506,15490.0,114.299,18394,38.724,0.912,423129,15.757
2018/12/26,3833.0,705634.0,311923,281148,0.191,2434415452.0,0.221,0.0602,9.172,66853638595,15226.0,112.016,19107,37.079,0.821,479013,15.761
2018/12/27,3766.0,693238.0,342792,299846,0.194,2756531482.0,0.212,0.0423,8.276,65694192615,15782.0,101.181,19522,38.225,0.772,544684,15.768
2018/12/28,3746.0,716650.0,380252,308100,0.185,3010993396.0,0.218,0.0425,8.623,65360671015,15338.0,119.0,20589,38.309,0.854,560909,15.713
2018/12/29,3915.0,745344.0,338764,264842,0.166,2709929509.0,0.226,0.0439,10.435,68310418638,16718.0,125.317,19252,34.657,0.88,481711,15.71
2018/12/30,3835.0,614351.0,309573,267463,0.22,1563555172.0,0.199,0.0309,8.182,66925315457,10008.0,74.458,18295,31.836,0.629,461474,15.712
2018/12/31,3804.0,687804.0,310623,259529,0.166,2007215456.0,0.233,0.0291,9.29,66397316191,12450.0,105.474,18611,31.275,0.815,472261,15.715
2019/01/01,3744.0,653046.0,244461,234576,0.173,1424526113.0,0.179,0.0254,9.664,65348535552,8744.0,99.575,17069,31.318,0.6,362558,15.709
2019/01/02,3865.0,732811.0,329358,271545,0.169,2515216357.0,0.257,0.0429,9.536,67471069759,14003.0,131.198,18830,35.638,0.947,505957,15.693
2019/01/03,3874.0,735546.0,355235,290861,0.183,2752308156.0,0.255,0.0592,9.29,67636611728,12499.0,147.095,26754,36.12,0.98,516491,15.648
2019/01/04,3821.0,734502.0,358511,281623,0.166,2811737633.0,0.266,0.0517,9.664,66716274276,13168.0,150.487,21139,35.511,1.041,517169,15.643
2019/01/05,3861.0,638306.0,308909,265029,0.17,2048008192.0,0.179,0.029,8.834,67429025641,11078.0,92.375,20096,29.152,0.599,459113,15.682
2019/01/06,3925.0,640725.0,306803,258381,0.172,2072755737.0,0.252,0.0408,10.213,68542727113,10471.0,96.651,18883,31.654,0.933,433832,15.68
2019/01/07,4052.0,749891.0,350146,284641,0.179,2995832897.0,0.34,0.0822,10.213,70771709195,13992.0,154.25,20476,37.173,1.337,507835,15.677
2019/01/08,4031.0,669507.0,362924,318355,0.198,2759732231.0,0.265,0.0873,8.521,70410186948,11460.0,115.358,19387,33.179,0.982,529739,15.664
2019/01/09,4036.0,677570.0,361911,318892,0.188,2900940391.0,0.306,0.106,8.78,70512242207,11942.0,110.409,21237,33.957,1.166,540921,15.66
2019/01/10,3825.0,750743.0,381926,327182,0.165,3226614699.0,0.302,0.106,9.231,66825238691,13597.0,134.952,20948,38.559,1.309,572517,15.668
2019/01/11,3662.0,741784.0,381982,308224,0.16,3335554321.0,0.288,0.109,9.73,63988750090,14261.0,132.122,19317,34.92,1.295,548421,15.831
2019/01/12,3648.0,680278.0,320388,281364,0.153,1945648852.0,0.222,0.073,10.435,63755093368,10376.0,93.512,16138,30.058,0.983,448196,15.832
2019/01/13,3600.0,668040.0,293128,276860,0.168,1806714458.0,0.184,0.0493,10.511,62927338644,9688.0,68.209,16041,30.026,0.821,412444,15.831
2019/01/14,3604.0,747636.0,354741,326536,0.161,2474612004.0,0.221,0.0585,9.664,62991722386,10395.0,94.931,19018,32.963,1.063,512960,15.829
2019/01/15,3661.0,806204.0,363860,302147,0.144,3483483504.0,0.257,0.0732,10.909,63995177298,16794.0,146.463,18363,31.546,1.269,551314,15.802
2019/01/16,3626.0,854316.0,389465,305569,0.16,2762800470.0,0.298,0.107,10.827,63400681290,11842.0,166.591,18790,30.686,1.487,581094,15.801
2019/01/17,3623.0,831491.0,368724,296568,0.153,2399148872.0,0.287,0.108,11.339,63357469225,10550.0,151.356,21544,30.103,1.459,514682,15.816
2019/01/18,3637.0,794645.0,387309,305827,0.168,2283401178.0,0.249,0.074,10.435,63597039010,10566.0,146.706,19125,28.987,1.199,554253,15.797
2019/01/19,3689.0,738045.0,321738,282055,0.158,1619422745.0,0.23,0.0468,10.827,64510142528,8293.0,97.749,16923,26.268,1.047,454973,15.796
2019/01/20,3638.0,625012.0,303473,293961,0.157,1722151733.0,0.178,0.0373,9.172,63627886204,8315.0,73.766,17285,25.537,0.73,446051,15.794
2019/01/21,3558.0,734970.0,353639,315052,0.159,2110258660.0,0.225,0.0478,9.6,62243536234,17537.0,131.352,18571,28.514,1.052,523017,15.777
2019/01/22,3573.0,793686.0,358780,295910,0.142,2478443633.0,0.252,0.0683,11.077,62512548921,14099.0,156.119,18601,28.155,1.27,519865,15.78
2019/01/23,3592.0,759990.0,379981,293348,0.156,2457359265.0,0.278,0.0831,9.863,62852453501,14403.0,156.073,19434,27.432,1.228,593232,15.775
2019/01/24,3576.0,692186.0,374322,307984,0.174,2347643312.0,0.267,0.0887,8.889,62569599523,17178.0,130.288,19994,28.549,1.123,566739,15.773
2019/01/25,3580.0,760520.0,388203,300947,0.14,2400719150.0,0.295,0.0974,10.435,62656579186,21745.0,151.895,17787,27.433,1.419,523778,15.778
2019/01/26,3601.0,718215.0,355186,288135,0.168,1773545325.0,0.248,0.0746,9.6,63018022520,11933.0,93.174,16307,24.778,1.05,512501,15.776
2019/01/27,3578.0,678870.0,306429,276514,0.142,1508328043.0,0.206,0.0541,10.511,62624884981,9492.0,78.495,14794,24.639,0.921,430181,15.776
2019/01/28,3474.0,770125.0,380863,307917,0.152,2976060630.0,0.273,0.0991,9.931,60806247894,18485.0,173.628,19069,31.15,1.316,541648,15.771
2019/01/29,3432.0,778181.0,381334,326016,0.155,2585945604.0,0.244,0.091,9.863,60083631409,16468.0,113.371,19242,30.398,1.253,534219,15.76
