Date,priceUSD,size,sentbyaddress,transactions,mining_profitability,sentinusd,transactionfees,median_transaction_fee,confirmationtime,marketcap,transactionvalue,mediantransactionvalue,tweets,google_trends,fee_to_reward,activeaddresses,top100cap
2016/11/12,708.542,710320.0,335625,228718,0.741,563934215.0,0.204,0.112,8.571,11313914256,2937.0,106.14,17540,10.961,3.045,506675,18.805
2016/11/13,696.136,773316.0,311421,219515,0.646,622730749.0,0.199,0.11,10.141,11117266275,3582.0,99.78,19573,10.618,3.413,469471,18.806
2016/11/14,701.676,790145.0,376079,270334,0.776,835946349.0,0.206,0.111,8.372,11206984164,4010.0,121.958,22700,11.303,3.565,561487,18.78
2016/11/15,709.94,854329.0,389659,280196,0.716,1034687813.0,0.206,0.112,9.231,11340512720,4453.0,129.4,23129,11.303,4.012,569386,18.743
2016/11/16,721.652,791266.0,378650,289618,0.743,1174535047.0,0.198,0.112,8.421,11529005989,4870.0,112.656,23016,12.331,3.586,548689,18.759
2016/11/17,742.568,898316.0,383849,277301,0.715,963341912.0,0.238,0.126,9.057,11864743829,4290.0,121.591,22943,13.358,4.29,550422,18.79
2016/11/18,742.522,932310.0,382700,275777,0.706,891178540.0,0.225,0.123,9.73,11865482697,4319.0,122.745,22105,13.016,4.323,549150,18.765
2016/11/19,747.646,852791.0,352949,249618,0.684,710239653.0,0.216,0.123,10.141,11948746236,3347.0,111.862,20995,11.646,3.908,524407,18.75
2016/11/20,740.325,902223.0,343330,243463,0.649,718505388.0,0.222,0.132,11.25,11833058084,3574.0,98.216,17894,11.988,4.363,517241,18.703
2016/11/21,734.423,922410.0,393383,285654,0.73,962120473.0,0.244,0.147,10.36,11739893456,4022.0,111.042,22770,11.646,5.182,548221,18.642
2016/11/22,741.868,958802.0,396496,285501,0.689,1014063532.0,0.264,0.153,10.746,11860196434,4444.0,111.515,22500,12.331,5.717,515430,18.58
2016/11/23,742.446,950994.0,386411,276777,0.696,1061545675.0,0.292,0.148,9.796,11870683433,4618.0,115.817,21827,11.646,5.6,572136,18.72
2016/11/24,738.491,951631.0,440914,328376,0.775,1187915422.0,0.306,0.153,8.889,11808807066,4271.0,106.625,21061,11.646,6.29,627191,18.621
2016/11/25,734.983,942700.0,416766,315235,0.674,919676834.0,0.322,0.147,9.474,11754192628,3411.0,110.139,20433,11.303,6.778,591485,18.625
2016/11/26,734.786,944915.0,386876,277455,0.688,701778307.0,0.269,0.147,9.412,11752444101,3209.0,103.018,19734,11.303,5.054,580075,18.666
2016/11/27,732.631,821422.0,333810,237245,0.643,543179077.0,0.251,0.147,10.0,11719369482,2930.0,99.856,19864,11.303,4.317,509057,18.686
2016/11/28,732.658,909028.0,416237,298366,0.741,849370431.0,0.269,0.147,8.78,11721119460,3714.0,121.12,22289,10.961,5.077,619715,18.687
2016/11/29,732.374,906094.0,400441,289501,0.67,869780745.0,0.256,0.146,9.664,11718082227,3606.0,120.063,21602,13.016,5.149,569254,18.722
2016/11/30,737.759,912165.0,408621,292512,0.671,858133422.0,0.251,0.148,10.141,11805614214,3442.0,116.086,21457,11.988,5.314,544081,18.72
2016/12/01,747.59,899426.0,339377,239536,0.666,919443425.0,0.321,0.151,9.863,11964261805,4717.0,118.993,21117,11.988,5.331,542441,18.681
2016/12/02,767.657,976486.0,463630,315335,0.747,1202528651.0,0.294,0.158,10.07,12286801264,4340.0,119.487,20335,12.673,6.323,629587,18.639
2016/12/03,764.483,880779.0,405280,287816,0.757,706887564.0,0.269,0.153,8.372,12237377113,3275.0,107.46,16186,11.303,4.495,612406,18.597
2016/12/04,764.011,856916.0,343309,245502,0.633,580396311.0,0.288,0.153,9.73,12231463638,2846.0,105.056,16345,10.961,4.771,575641,18.6
2016/12/05,754.931,882605.0,404382,277849,0.703,1119600647.0,0.288,0.154,9.474,12087489429,4671.0,127.293,18558,11.988,5.293,604251,18.583
2016/12/06,755.702,962678.0,444845,319612,0.735,1072859138.0,0.282,0.156,9.6,12101265178,3900.0,120.761,20236,11.646,5.993,671328,18.591
2016/12/07,760.565,884110.0,432026,310580,0.742,981214929.0,0.263,0.152,8.276,12180569813,3795.0,121.643,21592,11.988,4.716,643398,18.603
2016/12/08,766.652,850095.0,393875,282554,0.652,905132564.0,0.261,0.153,9.172,12279720212,3862.0,129.39,21302,11.646,4.677,578224,18.582
2016/12/09,768.494,930241.0,380030,268680,0.672,944138969.0,0.275,0.154,10.667,12310726012,4360.0,125.799,19749,10.961,5.401,539503,18.589
2016/12/10,771.991,898399.0,354257,250109,0.708,732875651.0,0.268,0.154,10.909,12368057857,3609.0,109.634,18331,10.618,5.003,488574,18.56
2016/12/11,767.304,683957.0,328201,229746,0.801,634088813.0,0.256,0.144,7.701,12294224569,3547.0,99.719,16070,10.961,3.179,495466,18.553
2016/12/12,774.371,805932.0,379861,268506,0.647,991127795.0,0.269,0.147,9.231,12409263874,4876.0,127.861,18775,11.646,4.561,532703,18.524
2016/12/13,777.648,814819.0,401327,291579,0.74,986980635.0,0.26,0.156,8.09,12463300890,4171.0,119.913,20749,11.646,4.207,564772,18.517
2016/12/14,776.714,901545.0,392476,286189,0.642,1090672647.0,0.257,0.155,10.36,12450063290,4489.0,116.1,21101,11.988,5.177,535625,18.529
2016/12/15,776.708,955343.0,386852,282558,0.652,1373876558.0,0.276,0.158,11.339,12451306572,5623.0,128.09,19341,11.988,5.953,534271,18.533
2016/12/16,779.035,966534.0,387503,279228,0.674,1262955098.0,0.272,0.16,10.827,12489847257,5251.0,120.52,19242,11.988,5.547,558336,18.52
2016/12/17,786.632,816951.0,347560,237986,0.746,834100450.0,0.269,0.157,10.0,12612961543,4368.0,107.405,18364,11.646,4.327,507908,18.519
2016/12/18,787.662,861334.0,324714,235648,0.604,848359204.0,0.27,0.158,10.213,12630889043,4713.0,123.149,18930,10.961,4.387,467400,18.486
2016/12/19,789.416,914692.0,392929,281978,0.699,1012685303.0,0.291,0.158,9.536,12660420606,5178.0,142.259,25718,12.331,5.223,569466,18.483
2016/12/20,789.909,970297.0,399968,296335,0.663,1133501364.0,0.272,0.158,10.435,12669809799,5165.0,135.759,22945,11.646,5.582,581498,18.439
2016/12/21,811.021,963883.0,427239,325518,0.736,1986174430.0,0.286,0.162,9.057,13009832007,7100.0,137.071,25531,15.071,5.469,620386,18.394
2016/12/22,852.382,919753.0,419953,314485,0.721,1461659598.0,0.288,0.17,9.057,13675021187,6660.0,143.285,27288,18.154,5.074,605495,18.422
2016/12/23,894.707,887907.0,406733,304845,0.758,1722688843.0,0.295,0.167,9.474,14355822839,7725.0,154.373,29448,21.236,5.026,561045,18.382
2016/12/24,897.765,854807.0,328258,240683,0.74,981257022.0,0.312,0.18,10.511,14406590528,5688.0,133.635,22045,16.441,4.656,481373,18.377
2016/12/25,871.821,648043.0,267650,197199,0.776,717317516.0,0.274,0.158,8.727,13991763192,4877.0,126.463,17925,16.784,2.918,411608,18.511
2016/12/26,896.85,855780.0,339076,244772,0.682,1007926551.0,0.322,0.179,10.141,14395304821,5537.0,162.543,19894,15.756,4.725,535596,18.535
2016/12/27,911.027,876556.0,402454,296390,0.83,1170414028.0,0.306,0.182,9.231,14624470401,6885.0,159.553,22525,16.441,4.859,575134,18.538
2016/12/28,950.293,868397.0,413366,305230,0.806,1278359909.0,0.325,0.19,8.78,15256653605,6419.0,167.849,24151,19.524,4.846,556252,18.553
2016/12/29,965.624,940315.0,410968,304455,0.792,1289635710.0,0.34,0.193,9.6,15504767388,5645.0,165.106,22502,18.154,5.412,574261,18.548
2016/12/30,950.955,871625.0,394110,286661,0.802,1490135455.0,0.333,0.19,9.172,15271009245,7317.0,156.321,18971,18.154,4.866,574927,18.481
